Customer,recency,frequency,monetary,R_Quartile,F_Quartile,M_Quartile,RFMClass
Jodi Sharma,336,4,6035.599999999999,4,2,1,421
Jodi She,297,2,34.98,4,3,4,434
Jodi Shen,360,1,69.99,4,4,3,443
Jodi Tang,177,2,1709.98,3,3,2,332
Jodi Xie,95,3,71.58000000000001,2,3,3,233
Jodi Xu,66,4,47.260000000000005,1,2,4,124
Joe Alonso,754,1,2443.35,4,4,2,442
Joe Alvarez,279,2,12.98,4,3,4,434
Joe Ashe,106,3,1775.47,2,3,2,232
Joe Belson,38,5,3240.8795999999993,1,1,1,111
Joe Blanco,347,2,548.98,4,3,2,432
Joe Carlson,353,3,47.970000000000006,4,3,4,434
Joe Chandra,69,2,7.28,1,3,4,134
Joe Diaz,60,2,1268.84,1,3,2,132
Joe Dominguez,71,2,33.98,1,3,4,134
Joe Gill,333,3,3001.0424999999996,4,3,1,431
Joe Gomez,63,3,44.97,1,3,4,134
Joe Gonzalez,194,4,113.96000000000001,3,2,3,323
Joe Gutierrez,92,2,1709.98,2,3,2,232
Joe Hernandez,27,3,109.97,1,3,3,133
Joe Jimenez,270,4,115.95,4,2,3,423
Joe Jordan,162,3,3080.2699999999995,2,3,1,231
Joe Lopez,210,1,539.99,3,4,2,342
Joe Madan,246,2,2419.06,3,3,2,332
Joe Malhotra,313,1,69.99,4,4,3,443
Joe Martin,94,7,5216.6896,2,1,1,211
Joe Martinez,139,6,2518.2499999999995,2,1,1,211
Joe Mehta,101,2,39.980000000000004,2,3,4,234
Joe Moreno,317,2,1322.98,4,3,2,432
Joe Navarro,269,1,29.99,4,4,4,444
Joe Patel,118,5,3318.357499999999,2,1,1,211
Joe Perez,107,8,5207.6996,2,1,1,211
Joe Prasad,273,1,24.99,4,4,4,444
Joe Raman,197,4,47.260000000000005,3,2,4,324
Joe Ramos,152,5,6765.4596,2,1,1,211
Joe Rana,160,7,8178.509999999998,2,1,1,211
Joe Romero,165,3,2781.5424999999996,2,3,1,231
Joe Rubio,228,1,4.99,3,4,4,344
Joe Sanchez,73,5,4986.79,1,1,1,111
Joe Sanz,278,4,4809.8099999999995,4,2,1,421
Joe Schmidt,34,2,4624.9125,1,3,1,131
Joe Serrano,125,2,3142.4482,2,3,1,231
Joe Srini,84,3,4632.8625,1,3,1,131
Joe Subram,38,8,6817.1182,1,1,1,111
Joe Suri,132,3,37.269999999999996,2,3,4,234
Joe Torres,342,3,5933.25,4,3,1,431
Joe Vance,334,2,12.98,4,3,4,434
Joe Vazquez,337,4,4207.24,4,2,1,421
Joel Arthur,39,2,1155.48,1,3,2,132
Joel Chapman,115,2,56.97,2,3,3,233
Joel Fernandez,321,2,2701.4275,4,3,1,431
Joel Garcia,153,2,88.98,2,3,3,233
Joel Gonzalez,147,4,3846.8895999999995,2,2,1,221
Joel Jordan,153,3,31.269999999999996,2,3,4,234
Joel Madan,130,3,64.97,2,3,3,233
Joel Malhotra,89,4,58.25,2,2,3,223
Joel Martinez,189,2,561.48,3,3,2,332
Joel Mehta,162,3,100.09,2,3,3,233
Joel Patel,395,2,2419.06,4,3,2,432
Joel Perez,58,4,4158.24,1,2,1,121
Joel Prasad,112,4,5983.74,2,2,1,221
Joel Raman,135,3,3001.0424999999996,2,3,1,231
Joel Rana,112,2,49.48,2,3,4,234
Joel Rodriguez,21,8,232.42000000000002,1,1,3,113
Joel Sai,314,4,4390.6795999999995,4,2,1,421
Joel Sanchez,390,3,5333.25,4,3,1,431
Joel Schmidt,260,3,563.77,3,3,2,332
Joel Subram,268,3,42.93,4,3,4,434
Joel Vance,390,3,827.33,4,3,2,432
John Anderson,28,3,23.97,1,3,4,134
John Brown,261,1,9.99,3,4,4,344
John Clark,103,4,588.96,2,2,2,222
John Davis,201,2,1735.98,3,3,2,332
John Garcia,224,3,4633.9025,3,3,1,331
John Harris,283,2,64.98,4,3,3,433
John Jackson,277,2,7.28,4,3,4,434
John Johnson,243,3,48.970000000000006,3,3,4,334
John Jones,89,3,32.269999999999996,2,3,4,234
John Lee,129,9,193.01000000000002,2,1,3,213
John Lewis,116,3,49.97,2,3,3,233
John Martin,125,6,4776.009999999999,2,1,1,211
John Martinez,44,3,100.09,1,3,3,133
John Moore,91,3,1714.97,2,3,2,232
John Robinson,354,3,1179.97,4,3,2,432
John Rodriguez,54,5,2381.939999999999,1,1,2,112
John Sandstone,204,3,2332.2799999999997,3,3,2,332
John Smith,68,4,5709.959999999999,1,2,1,121
John Taylor,79,3,49.97,1,3,3,133
John Thomas,204,4,3076.0581999999995,3,2,1,321
John Thompson,107,3,68.97,2,3,3,233
John Walker,293,1,69.99,4,4,3,443
John White,61,5,122.42,1,1,3,113
John Williams,245,3,4511.5425,3,3,1,331
Johnathan Arthur,24,4,39.25,1,2,4,124
Johnathan Chapman,194,4,4426.74,3,2,1,321
Johnathan Fernandez,133,2,25.479999999999997,2,3,4,234
Johnathan Gonzalez,37,2,58.980000000000004,1,3,3,133
Johnathan Kapoor,56,4,3147.959999999999,1,2,1,121
Johnathan Madan,76,9,6909.0882,1,1,1,111
Johnathan Malhotra,115,6,83.93999999999998,2,1,3,213
Johnathan McDonald,151,2,39.980000000000004,2,3,4,234
Johnathan Patel,82,5,2765.397499999999,1,1,1,111
Johnathan Perez,325,3,4139.75,4,3,1,431
Johnathan Prasad,242,2,25.479999999999997,3,3,4,334
Johnathan Raman,154,4,63.91,2,2,3,223
Johnathan Rana,229,2,37.29,3,3,4,334
Johnathan Rodriguez,143,6,2551.3581999999997,2,1,1,211
Johnathan Sai,239,2,82.59,3,3,3,333
Johnathan Sanchez,312,3,71.58000000000001,4,3,3,433
Johnathan Schmidt,84,3,49.97,1,3,3,133
Johnathan Srini,187,2,56.97,3,3,3,333
Johnathan Suri,69,11,8067.899599999999,1,1,1,111
Johnathan Vance,45,9,203.92000000000002,1,1,3,113
Johnny Anand,178,7,5652.519599999999,3,1,1,311
Johnny Andersen,118,2,38.980000000000004,2,3,4,234
Johnny Chander,155,4,113.96000000000001,2,2,3,223
Johnny Chavez,357,3,5900.55,4,3,1,431
Johnny Deng,279,1,35.0,4,4,4,444
Johnny Goel,315,3,48.970000000000006,4,3,4,434
Johnny Jai,45,1,21.98,1,4,4,144
Johnny Kumar,132,2,39.980000000000004,2,3,4,234
Johnny Lal,285,6,5161.729599999999,4,1,1,411
Johnny Luo,252,5,3032.3099999999995,3,1,1,311
Johnny Moyer,79,7,7265.65,1,1,1,111
Johnny Nara,332,4,6081.099999999999,4,2,1,421
Johnny Pal,96,3,3080.2699999999995,2,3,1,231
Johnny Rai,72,5,6773.138199999999,1,1,1,111
Johnny Raje,41,5,5138.718199999999,1,1,1,111
Johnny Raji,91,4,4406.3895999999995,2,2,1,221
Johnny Shan,179,9,7043.269999999999,3,1,1,311
Johnny Sharma,227,2,119.97999999999999,3,3,3,333
Johnny She,68,5,144.45000000000002,1,1,3,113
Johnny Shen,149,3,31.269999999999996,2,3,4,234
Johnny Tang,47,4,68.87,1,2,3,123
Johnny Xu,373,1,539.99,4,4,2,442
Johnny Yuan,228,2,39.980000000000004,3,3,4,334
Jon Alonso,140,3,4598.83,2,3,1,231
Jon Andersen,327,1,4.99,4,4,4,444
Jon Becker,250,4,567.76,3,2,2,322
Jon Cai,303,3,88.97,4,3,3,433
Jon Chander,53,9,8941.28,1,1,1,111
Jon Chavez,177,1,4.99,3,4,4,344
Jon Chen,41,4,1336.96,1,2,2,122
Jon Gao,242,11,8224.46,3,1,1,311
Jon Goel,293,3,64.97,4,3,3,433
Jon Guo,41,5,3913.8224999999993,1,1,1,111
Jon He,52,6,5652.5396,1,1,1,111
Jon Hu,101,3,27.769999999999996,2,3,4,234
Jon Huang,77,2,799.48,1,3,2,132
Jon Jai,319,3,49.97,4,3,3,433
Jon Lal,119,3,68.97,2,3,3,233
Jon Li,232,2,6.28,3,3,4,334
Jon Liang,91,2,1155.48,2,3,2,232
Jon Lin,94,2,13.98,2,3,4,234
Jon Liu,94,4,1282.82,2,2,2,222
Jon Lu,120,3,42.28,2,3,4,234
Jon Luo,341,5,5922.23,4,1,1,411
Jon Ma,285,2,39.980000000000004,4,3,4,434
Jon Nara,316,3,42.28,4,3,4,434
Jon Nath,272,3,69.97,4,3,3,433
Jon Pal,34,8,6736.5599999999995,1,1,1,111
Jon Rai,338,3,583.97,4,3,2,432
Jon Raje,103,3,1149.47,2,3,2,232
Jon Shan,151,2,58.980000000000004,2,3,3,233
Jon Sharma,306,2,13.98,4,3,4,434
Jon Shen,360,2,94.47999999999999,4,3,3,433
Jon Sun,133,4,129.47,2,2,3,223
Jon Tang,193,6,3367.377499999999,3,1,1,311
Jon Wang,106,3,1938.47,2,3,2,232
Jon Wu,359,2,29.979999999999997,4,3,4,434
Jon Xu,40,6,5693.459999999999,1,1,1,111
Jon Yang,270,8,8248.99,4,1,1,411
Jon Ye,55,7,6461.709999999999,1,1,1,111
Jon Yuan,83,5,1299.5582000000002,1,1,2,112
Jon Zeng,135,9,5200.659599999999,2,1,1,211
Jon Zhang,307,5,865.3100000000001,4,1,2,412
Jon Zhao,1046,1,3578.27,4,4,1,441
Jon Zhou,217,6,8153.019999999999,3,1,1,311
Jon Zhu,135,2,33.98,2,3,4,234
Jonathan Adams,44,2,5962.34,1,3,1,131
Jonathan Alexander,33,1,29.99,1,4,4,144
Jonathan Allen,55,2,78.97999999999999,1,3,3,133
Jonathan Anderson,125,5,5948.24,2,1,1,211
Jonathan Baker,60,1,2319.99,1,4,2,142
Jonathan Brown,1,11,292.70000000000005,1,1,2,112
Jonathan Bryant,140,2,13.98,2,3,4,234
Jonathan Butler,136,1,4.99,2,4,4,244
Jonathan Campbell,144,5,5985.219999999999,2,1,1,211
Jonathan Carter,214,3,848.47,3,3,2,332
Jonathan Chen,20,13,230.68,1,1,3,113
Jonathan Clark,342,3,3282.83,4,3,1,431
Jonathan Coleman,212,4,3310.4074999999993,3,2,1,321
Jonathan Collins,23,4,176.95,1,2,3,123
Jonathan Davis,115,2,13.98,2,3,4,234
Jonathan Diaz,274,2,4501.5525,4,3,1,431
Jonathan Edwards,336,3,47.970000000000006,4,3,4,434
Jonathan Evans,106,3,4393.6996,2,3,1,231
Jonathan Flores,270,1,8.99,4,4,4,444
Jonathan Foster,36,2,1174.48,1,3,2,132
Jonathan Garcia,90,3,86.96000000000001,2,3,3,233
Jonathan Gonzales,909,1,3578.27,4,4,1,441
Jonathan Green,47,5,4480.73,1,1,1,111
Jonathan Griffin,120,2,13.98,2,3,4,234
Jonathan Hall,213,6,142.95000000000002,3,1,3,313
Jonathan Harris,252,1,539.99,3,4,2,342
Jonathan Hayes,85,3,1714.97,2,3,2,232
Jonathan Henderson,40,5,48.56,1,1,4,114
Jonathan Hernandez,194,4,65.94999999999999,3,2,3,323
Jonathan Hill,82,8,6716.55,1,1,1,111
Jonathan Hughes,363,2,574.98,4,3,2,432
Jonathan Jackson,231,4,3379.9074999999993,3,2,1,321
Jonathan Jai,190,1,32.6,3,4,4,344
Jonathan Jenkins,87,2,123.99,2,3,3,233
Jonathan Johnson,302,2,7.28,4,3,4,434
Jonathan King,74,2,36.59,1,3,4,134
Jonathan Lal,40,3,71.46,1,3,3,133
Jonathan Lee,70,2,39.980000000000004,1,3,4,134
Jonathan Lewis,152,1,4.99,2,4,4,244
Jonathan Li,72,2,574.98,1,3,2,132
Jonathan Long,113,3,71.58000000000001,2,3,3,233
Jonathan Lopez,55,6,107.85000000000001,1,1,3,113
Jonathan Martin,347,2,27.279999999999998,4,3,4,434
Jonathan Martinez,144,6,66.25,2,1,3,213
Jonathan Miller,285,2,27.279999999999998,4,3,4,434
Jonathan Mitchell,383,3,5971.33,4,3,1,431
Jonathan Moore,261,3,96.46,3,3,3,333
Jonathan Nelson,130,4,607.96,2,2,2,222
Jonathan Parker,190,2,7.28,3,3,4,334
Jonathan Patterson,227,4,190.26999999999998,3,2,3,323
Jonathan Perez,45,2,12.940000000000001,1,3,4,134
Jonathan Perry,789,1,699.0982,4,4,2,442
Jonathan Phillips,390,3,5908.25,4,3,1,431
Jonathan Powell,341,4,4712.74,4,2,1,421
Jonathan Roberts,178,2,39.980000000000004,3,3,4,334
Jonathan Robinson,344,2,56.97,4,3,3,433
Jonathan Rodriguez,210,3,64.97,3,3,3,333
Jonathan Ross,350,2,14.98,4,3,4,434
Jonathan Russell,284,3,74.98,4,3,3,433
Jonathan Scott,360,3,1183.47,4,3,2,432
Jonathan Shan,1019,1,3578.27,4,4,1,441
Jonathan Smith,32,3,5933.26,1,3,1,131
Jonathan Taylor,23,2,39.980000000000004,1,3,4,134
Jonathan Thomas,184,2,119.97999999999999,3,3,3,333
Jonathan Thompson,124,5,4502.138199999999,2,1,1,211
Jonathan Turner,145,2,39.980000000000004,2,3,4,234
Jonathan Walker,296,2,78.97999999999999,4,3,3,433
Jonathan Washington,256,3,22.93,3,3,4,334
Jonathan White,299,1,4.99,4,4,4,444
Jonathan Williams,174,2,603.49,3,3,2,332
Jonathan Wilson,219,4,3377.3974999999996,3,2,1,321
Jonathan Wright,119,3,64.47,2,3,3,233
Jonathan Yang,33,4,1631.46,1,2,2,122
Jonathan Young,10,3,128.97,1,3,3,133
Jonathan Zhang,227,1,8.99,3,4,4,344
Jonathon Alonso,107,4,98.96000000000001,2,2,3,223
Jonathon Alvarez,133,5,156.25,2,1,3,213
Jonathon Carlson,113,3,78.97,2,3,3,233
Jonathon Gill,180,4,588.96,3,2,2,322
Jonathon Gutierrez,224,3,4752.75,3,3,1,331
Jonathon Hernandez,170,8,6969.572499999999,3,1,1,311
Jonathon Jimenez,326,4,2407.0399999999995,4,2,2,422
Jonathon Moreno,348,1,69.99,4,4,3,443
Jonathon Munoz,159,1,29.99,2,4,4,244
Jonathon Navarro,315,3,5333.25,4,3,1,431
Jonathon Ortega,122,4,128.97,2,2,3,223
Jonathon Ramos,134,3,68.97,2,3,3,233
Jonathon Romero,269,3,60.47,4,3,3,433
Jonathon Serrano,295,5,1178.45,4,1,2,412
Jonathon Suarez,72,3,3105.2699999999995,1,3,1,131
Jonathon Torres,49,3,67.97,1,3,3,133
Jonathon Vazquez,55,1,21.49,1,4,4,144
Jordan Adams,206,5,1208.95,3,1,2,312
Jordan Alexander,357,2,59.980000000000004,4,3,3,433
Jordan Allen,42,3,107.96999999999998,1,3,3,133
Jordan Baker,270,4,44.57,4,2,4,424
Jordan Bryant,82,1,1700.99,1,4,2,142
Jordan Butler,385,3,2398.0499999999997,4,3,2,432
Jordan Campbell,45,11,6109.219999999999,1,1,1,111
Jordan Carter,82,5,2291.5324999999993,1,1,2,112
Jordan Chen,240,2,27.279999999999998,3,3,4,334
Jordan Coleman,200,2,84.99000000000001,3,3,3,333
Jordan Collins,233,4,93.96000000000001,3,2,3,323
Jordan Diaz,62,4,96.07,1,2,3,123
Jordan Edwards,185,4,1210.46,3,2,2,322
Jordan Evans,56,3,72.58000000000001,1,3,3,133
Jordan Flores,347,2,58.980000000000004,4,3,3,433
Jordan Foster,31,5,3249.3099999999995,1,1,1,111
Jordan Gonzales,60,2,13.98,1,3,4,134
Jordan Gonzalez,61,10,295.40000000000003,1,1,2,112
Jordan Green,105,5,57.25,2,1,3,213
Jordan Griffin,37,12,328.89000000000004,1,1,2,112
Jordan Hall,47,4,69.96000000000001,1,2,3,123
Jordan Henderson,218,4,6035.599999999999,3,2,1,321
Jordan Hernandez,92,10,7269.26,2,1,1,211
Jordan Hill,177,8,1354.21,3,1,2,312
Jordan Hughes,152,2,49.48,2,3,4,234
Jordan Jai,174,2,30.479999999999997,3,3,4,334
Jordan Jenkins,199,4,603.96,3,2,2,322
Jordan King,267,4,6818.522499999999,4,2,1,421
Jordan Kumar,189,2,2393.06,3,3,2,332
Jordan Lal,72,5,638.95,1,1,2,112
Jordan Li,314,10,261.39,4,1,3,413
Jordan Long,166,3,4555.469999999999,2,3,1,231
Jordan Lopez,33,5,2390.939999999999,1,1,2,112
Jordan Mitchell,61,3,2457.3299999999995,1,3,2,132
Jordan Nelson,213,4,781.32,3,2,2,322
Jordan Parker,206,8,2675.3282,3,1,1,311
Jordan Patterson,305,3,147.48000000000002,4,3,3,433
Jordan Perez,33,3,44.97,1,3,4,134
Jordan Perry,143,5,629.45,2,1,2,212
Jordan Phillips,243,3,589.47,3,3,2,332
Jordan Powell,114,2,1754.98,2,3,2,232
Jordan Roberts,23,9,4255.17,1,1,1,111
Jordan Ross,280,1,32.6,4,4,4,444
Jordan Russell,99,3,71.58000000000001,2,3,3,233
Jordan Scott,148,5,4368.799999999999,2,1,1,211
Jordan Shan,148,7,7226.369999999999,2,1,1,211
Jordan Sharma,74,4,2404.9099999999994,1,2,2,122
Jordan Simmons,121,3,37.269999999999996,2,3,4,234
Jordan Turner,60,20,15999.0996,1,1,1,111
Jordan Washington,74,2,39.980000000000004,1,3,4,134
Jordan West,33,1,4.99,1,4,4,144
Jordan Wright,211,5,108.94999999999999,3,1,3,313
Jordan Yang,136,6,133.95,2,1,3,213
Jordan Young,122,5,613.45,2,1,2,212
Jordyn Barnes,36,1,32.6,1,4,4,144
Jordyn Bennett,125,5,4223.23,2,1,1,211
Jordyn Bryant,237,5,4417.73,3,1,1,311
Jordyn Butler,279,4,4532.522499999999,4,2,1,421
Jordyn Coleman,89,6,4547.502499999999,2,1,1,211
Jordyn Diaz,98,4,2369.959999999999,2,2,2,222
Jordyn Flores,255,2,2721.5525,3,3,1,331
Jordyn Gonzales,68,2,618.98,1,3,2,132
Jordyn Griffin,175,3,86.96000000000001,3,3,3,333
Jordyn Henderson,215,2,58.980000000000004,3,3,3,333
Jordyn Hughes,279,3,61.08,4,3,3,433
Jordyn Jenkins,205,3,5819.049999999999,3,3,1,331
Jordyn Long,21,9,92.16,1,1,3,113
Jordyn Patterson,16,3,41.93,1,3,4,134
Jordyn Perry,47,3,2972.7696,1,3,1,131
Jordyn Powell,87,8,4828.009999999999,2,1,1,211
Jordyn Ross,105,4,567.76,2,2,2,222
Jordyn Russell,77,1,564.99,1,4,2,142
Jordyn Simmons,43,4,5961.2,1,2,1,121
Jordyn West,408,1,2071.4196,4,4,2,442
Jordyn Wood,346,2,2419.06,4,3,2,432
Jorge Cai,69,4,3896.5324999999993,1,2,1,121
Jorge Chen,258,4,2482.2299999999996,3,2,2,322
Jorge Gao,246,3,3337.0424999999996,3,3,1,331
Jorge Guo,103,1,69.99,2,4,3,243
Jorge He,97,1,21.49,2,4,4,244
Jorge Hu,268,4,4578.522499999999,4,2,1,421
Jorge Huang,284,3,86.27000000000001,4,3,3,433
Jorge Leitão,238,2,2393.06,3,3,2,332
Jorge Li,208,2,28.979999999999997,3,3,4,334
Jorge Liang,316,2,4369.0882,4,3,1,431
Jorge Lin,135,2,13.98,2,3,4,234
Jorge Liu,44,4,3113.2199999999993,1,2,1,121
Jorge Lu,64,2,7.28,1,3,4,134
Jorge Ma,237,4,86.25999999999999,3,2,3,323
Jorge She,343,3,67.97,4,3,3,433
Jorge Sun,53,4,3831.8895999999995,1,2,1,121
Jorge Wang,56,2,39.980000000000004,1,3,4,134
Jorge Wu,280,3,1147.77,4,3,2,432
Jorge Xu,165,3,103.96999999999998,2,3,3,233
Jorge Yang,17,2,124.99,1,3,3,133
Jorge Ye,87,7,5768.362499999999,2,1,1,211
Jorge Zhang,272,2,23.779999999999998,4,3,4,434
Jorge Zhao,200,5,132.95,3,1,3,313
Jorge Zheng,76,3,565.47,1,3,2,132
Jorge Zhou,248,3,553.97,3,3,2,332
Jorge Zhu,355,2,78.97999999999999,4,3,3,433
Jose Adams,45,2,7.28,1,3,4,134
Jose Alexander,137,2,2791.4482,2,3,1,231
Jose Allen,185,1,2443.35,3,4,2,342
Jose Anderson,305,4,588.96,4,2,2,422
Jose Baker,41,3,4179.33,1,3,1,131
Jose Brown,48,2,39.980000000000004,1,3,4,134
Jose Bryant,29,3,36.269999999999996,1,3,4,134
Jose Butler,221,5,815.8100000000001,3,1,2,312
Jose Carlson,227,5,74.44999999999999,3,1,3,313
Jose Carter,35,9,235.71999999999997,1,1,3,113
Jose Clark,151,5,4482.138199999999,2,1,1,211
Jose Coleman,184,1,4.99,3,4,4,344
Jose Collins,339,2,39.980000000000004,4,3,4,434
Jose Davis,137,1,32.6,2,4,4,244
Jose Diaz,143,1,9.99,2,4,4,244
Jose Edwards,208,4,5975.23,3,2,1,321
Jose Evans,119,1,4.99,2,4,4,244
Jose Flores,106,6,135.25,2,1,3,213
Jose Foster,221,1,34.99,3,4,4,344
Jose Garcia,248,4,4810.3099999999995,3,2,1,321
Jose Gonzales,20,6,80.2,1,1,3,113
Jose Gonzalez,32,3,1179.97,1,3,2,132
Jose Green,72,2,33.98,1,3,4,134
Jose Griffin,46,5,110.92000000000002,1,1,3,113
Jose Hall,217,8,225.42000000000002,3,1,3,313
Jose Harris,104,3,63.97,2,3,3,233
Jose Hayes,97,3,61.96,2,3,3,233
Jose Henderson,295,4,27.919999999999998,4,2,4,424
Jose Hill,86,1,4.99,2,4,4,244
Jose Hughes,317,3,88.97,4,3,3,433
Jose Jai,146,10,164.21,2,1,3,213
Jose Jenkins,318,4,98.96,4,2,3,423
Jose Johnson,114,4,2369.959999999999,2,2,2,222
Jose Jones,374,2,561.48,4,3,2,432
Jose King,83,2,2354.9799999999996,1,3,2,132
Jose Kumar,251,3,15.23,3,3,4,334
Jose Lal,12,4,96.27000000000001,1,2,3,123
Jose Lee,68,3,628.97,1,3,2,132
Jose Lewis,235,1,4.99,3,4,4,344
Jose Li,271,5,123.91,4,1,3,413
Jose Long,55,3,96.46,1,3,3,133
Jose Martin,134,3,2731.5424999999996,2,3,1,231
Jose Mitchell,202,2,13.98,3,3,4,334
Jose Moore,69,3,4523.532499999999,1,3,1,131
Jose Muñoz,177,1,28.99,3,4,4,344
Jose Nelson,61,8,185.02,1,1,3,113
Jose Parker,246,2,14.98,3,3,4,334
Jose Patterson,363,6,6074.54,4,1,1,411
Jose Perry,175,4,45.26,3,2,4,324
Jose Phillips,116,5,628.45,2,1,2,212
Jose Ross,356,2,78.97999999999999,4,3,3,433
Jose Russell,182,2,34.98,3,3,4,334
Jose Scott,268,2,56.97,4,3,3,433
Jose Shan,139,2,1903.48,2,3,2,232
Jose Sharma,110,3,81.46,2,3,3,233
Jose Simmons,88,2,39.980000000000004,2,3,4,234
Jose Smith,127,2,548.98,2,3,2,232
Jose Taylor,95,4,4492.6482,2,2,1,221
Jose Thomas,195,2,574.98,3,3,2,332
Jose Thompson,208,3,4828.11,3,3,1,331
Jose Turner,42,12,272.69,1,1,3,113
Jose Walker,365,4,608.96,4,2,2,422
Jose Wang,168,3,3132.9699999999993,3,3,1,331
Jose Washington,177,3,1763.97,3,3,2,332
Jose White,63,2,7.28,1,3,4,134
Jose Williams,209,1,29.99,3,4,4,344
Jose Wilson,40,4,2453.0399999999995,1,2,2,122
Jose Wright,148,6,136.25,2,1,3,213
Jose Yang,97,1,69.99,2,4,3,243
Jose Young,12,1,21.98,1,4,4,144
Jose Zhang,161,2,574.98,2,3,2,232
Joseph Anderson,176,3,5900.55,3,3,1,331
Joseph Brown,1081,1,3578.27,4,4,1,441
Joseph Clark,76,6,4780.0199999999995,1,1,1,111
Joseph Davis,221,2,56.97,3,3,3,333
Joseph Garcia,224,4,5910.55,3,2,1,321
Joseph Harris,121,1,34.99,2,4,4,244
Joseph Jackson,111,2,5279.26,2,3,1,231
Joseph Johnson,355,2,36.59,4,3,4,434
Joseph Jones,116,2,56.97,2,3,3,233
Joseph Lee,201,2,33.98,3,3,4,334
Joseph Lewis,107,2,1174.48,2,3,2,232
Joseph Martin,277,7,6986.749999999998,4,1,1,411
Joseph Martinez,347,2,59.980000000000004,4,3,3,433
Joseph Miller,34,4,4148.19,1,2,1,121
Joseph Moore,232,2,1249.84,3,3,2,332
Joseph Robinson,340,2,94.47999999999999,4,3,3,433
Joseph Rodriguez,724,1,2181.5625,4,4,2,442
Joseph Smith,305,4,74.46000000000001,4,2,3,423
Joseph Taylor,251,8,5645.858199999999,3,1,1,311
Joseph Thomas,21,1,3.99,1,4,4,144
Joseph Thompson,242,2,78.97999999999999,3,3,3,333
Joseph Walker,100,2,1725.98,2,3,2,232
Joseph White,215,4,82.93,3,2,3,323
Joseph Williams,328,3,44.540000000000006,4,3,4,434
Joseph Wilson,214,3,2462.5499999999997,3,3,2,332
Joshua Anderson,228,3,49.97,3,3,3,333
Joshua Brown,34,2,14.98,1,3,4,134
Joshua Clark,144,1,69.99,2,4,3,243
Joshua Davis,120,2,58.980000000000004,2,3,3,233
Joshua Garcia,27,2,29.479999999999997,1,3,4,134
Joshua Harris,136,5,95.94,2,1,3,213
Joshua Jackson,193,2,83.98,3,3,3,333
Joshua Johnson,72,2,13.98,1,3,4,134
Joshua Jones,93,1,2294.99,2,4,2,242
Joshua Lee,264,6,4837.8099999999995,4,1,1,411
Joshua Lewis,53,4,92.27000000000001,1,2,3,123
Joshua Martin,313,2,7.28,4,3,4,434
Joshua Martinez,58,2,548.98,1,3,2,132
Joshua Miller,212,4,4206.24,3,2,1,321
Joshua Robinson,971,1,3578.27,4,4,1,441
Joshua Rodriguez,224,3,4843.11,3,3,1,331
Joshua Several,94,1,4.99,2,4,4,244
Joshua Smith,285,4,2482.2299999999996,4,2,2,422
Joshua Taylor,898,1,3578.27,4,4,1,441
Joshua Thomas,48,1,2319.99,1,4,2,142
Joshua Thompson,582,1,2181.5625,4,4,2,442
Joshua Walker,329,1,9.99,4,4,4,444
Joshua White,171,3,38.88,3,3,4,334
Joshua Williams,34,1,4.99,1,4,4,144
Joshua Wilson,323,1,7.95,4,4,4,444
Josue Blanco,207,5,205.26,3,1,3,313
Josue Diaz,93,3,4446.3996,2,3,1,231
Josue Dominguez,95,5,4590.3996,2,1,1,211
José Hernandez,56,30,696.6100000000001,1,1,2,112
José Jackson,8,3,83.97,1,3,3,133
José Lopez,241,4,2433.0399999999995,3,2,2,322
José Martinez,283,2,71.97,4,3,3,433
José Miller,129,5,3177.959999999999,2,1,1,211
José Perez,121,2,31.97,2,3,4,234
José Rodriguez,42,3,86.96000000000001,1,3,3,133
José Saraiva,225,6,8361.3,3,1,1,311
Joy Alonso,31,4,3360.4074999999993,1,2,1,121
Joy Alvarez,329,3,64.97,4,3,3,433
Joy Carlson,192,5,124.21000000000001,3,1,3,313
Joy Dominguez,271,3,3018.33,4,3,1,431
Joy Gomez,260,7,6863.4396,3,1,1,311
Joy Gutierrez,19,4,97.96,1,2,3,123
Joy Hernandez,79,3,29.259999999999998,1,3,4,134
Joy Jimenez,260,2,574.98,3,3,2,332
Joy Martin,72,6,108.44,1,1,3,113
Joy Moreno,38,2,78.97999999999999,1,3,3,133
Joy Moyer,42,2,34.89,1,3,4,134
Joy Navarro,110,4,3242.77,2,2,1,221
Joy Ortega,310,2,27.279999999999998,4,3,4,434
Joy Ramos,70,5,6823.1482,1,1,1,111
Joy Romero,213,3,80.47,3,3,3,333
Joy Ruiz,213,3,4397.75,3,3,1,331
Joy Serrano,35,6,173.94,1,1,3,113
Joy Suarez,123,6,74.54,2,1,3,213
Joy Torres,104,4,2420.3399999999997,2,2,2,222
Juan Bailey,175,2,14.98,3,3,4,334
Juan Bell,142,2,31.97,2,3,4,234
Juan Brooks,33,4,2404.9099999999994,1,2,2,122
Juan Cook,84,2,39.980000000000004,1,3,4,134
Juan Cooper,1000,1,3578.27,4,4,1,441
Juan Cox,276,2,7.28,4,3,4,434
Juan Gray,232,4,5929.23,3,2,1,321
Juan Howard,263,2,12.940000000000001,3,3,4,334
Juan James,315,5,4862.089999999999,4,1,1,411
Juan Kelly,180,4,608.96,3,2,2,322
Juan Morgan,83,2,91.97,1,3,3,133
Juan Murphy,769,1,3578.27,4,4,1,441
Juan Peterson,78,8,6906.3895999999995,1,1,1,111
